day,box1,box2,box3,box4,box5,box6,box7,box8,box9,box10,box11,box12,box13,box14,box15,box16,box17,box18,box19,box20,box21,box22,box23,box24,box25,box26,box27,box28,box29
362,1.09609,0.30501,0.32585,1.74882,0.26018,0.20868,1.22590,0.20505,0.24501,0.89955,0.91629,1.92904,1.49141,0.13720,0.08513,1.83015,0.17256,0.17753,0.10691,0.58066,0.10975,0.59415,0.16933,0.74068,0.21858,0.46731,0.21572,0.22084,0.31063
363,1.31704,0.32766,0.35367,1.97073,0.28148,0.22776,0.78858,0.22139,0.27034,1.08690,0.53803,2.04313,1.65382,0.19662,0.11043,2.01022,0.14518,0.15741,0.13090,0.32498,0.13787,0.32971,0.18448,0.35055,0.26725,0.44429,0.23819,0.23856,0.33134
364,1.40666,0.35020,0.37745,2.19637,0.30268,0.24215,0.12902,0.23899,0.28782,1.22433,0.12518,2.12139,1.78889,0.26561,0.14178,2.04390,0.11330,0.12690,0.16361,0.09885,0.17988,0.10405,0.20879,0.18960,0.29359,0.37884,0.25709,0.25580,0.35304
365,1.43001,0.37715,0.40648,2.32223,0.32925,0.25992,0.21712,0.25890,0.31029,1.12831,0.18584,2.24243,2.00839,0.29336,0.17406,2.16204,0.13867,0.15226,0.20428,0.12184,0.21054,0.13008,0.23330,0.25948,0.31457,0.34817,0.27845,0.27719,0.37924
366,1.46842,0.39512,0.42825,2.55726,0.34721,0.27028,0.23248,0.26786,0.32125,1.35372,0.20072,2.43310,2.20433,0.30179,0.18519,2.41976,0.14601,0.15647,0.21730,0.12497,0.22624,0.13108,0.24814,0.63687,0.33118,0.44419,0.29164,0.29102,0.39538
367,1.67798,0.41363,0.44885,2.75226,0.36534,0.28357,1.35638,0.27970,0.34730,1.73009,0.38391,2.63495,2.49525,0.33104,0.19781,2.58080,0.15730,0.17089,0.22972,0.15860,0.24321,0.16837,0.26498,0.81397,0.38317,0.57127,0.30732,0.30578,0.41301
368,2.03495,0.41981,0.46180,2.89069,0.37695,0.29114,2.52802,0.28417,0.37572,1.80810,1.78536,2.77640,2.74160,0.36293,0.19275,2.69251,0.17012,0.18697,0.22559,0.54583,0.25023,0.62445,0.28097,0.98217,0.45042,0.69736,0.31953,0.31337,0.42527
369,2.44364,0.43288,0.48564,2.97768,0.39812,0.32035,2.66410,0.32753,0.41547,2.06127,2.23829,2.97743,2.92868,0.42152,0.24140,2.85011,0.39682,0.33578,0.23719,1.49647,0.30930,1.44642,0.34329,1.23994,0.52911,0.87652,0.33974,0.33593,0.47351
370,2.81311,0.45502,0.51233,3.14093,0.41862,0.36417,2.71018,0.37880,0.42571,2.45379,2.14327,3.11700,3.06731,0.60582,0.33733,2.99276,0.53664,0.33135,0.31337,1.34594,0.40945,1.17512,0.41541,1.17311,0.54847,0.94772,0.35826,0.37509,0.49578
371,2.89508,0.46700,0.52892,3.24740,0.42973,0.34135,1.10667,0.33790,0.41196,2.78786,0.70290,2.92512,3.00984,0.63075,0.28679,3.10795,0.26852,0.24337,0.44668,0.40102,0.35360,0.28808,0.34702,0.78659,0.49603,0.84197,0.36568,0.37162,0.41699
372,2.43137,0.46289,0.53640,2.98052,0.42878,0.27596,0.07103,0.23574,0.40690,2.65825,0.10528,2.73468,2.45212,0.46456,0.06160,3.00349,-0.00312,0.10471,0.38015,0.00155,0.17717,-0.00499,0.25667,0.19234,0.44906,0.58694,0.37153,0.30873,0.21710
373,1.78512,0.41775,0.50220,2.89582,0.40527,0.25290,-0.00779,0.17583,0.38559,2.19364,0.03606,3.28751,2.28515,0.31905,0.02447,3.61739,-0.00449,0.07462,0.24728,-0.00539,0.14990,-0.00578,0.14493,-0.00565,0.39961,0.35584,0.37560,0.26848,0.12807
374,1.70311,0.35501,0.43178,3.47771,0.36735,0.24509,0.00357,0.13918,0.35797,1.95858,0.03098,3.53999,2.54315,0.25039,0.04529,4.37717,0.01610,0.08773,0.18268,0.01074,0.10235,0.01935,0.09937,-0.00228,0.34046,0.23416,0.36096,0.24952,0.11818
375,2.00296,0.31891,0.38666,4.13334,0.34281,0.24621,1.44180,0.14542,0.33507,1.95628,0.57102,3.48443,3.20708,0.21572,0.08006,3.99583,0.04452,0.10008,0.16015,0.12977,0.10848,0.15892,0.12867,-0.00568,0.28775,0.15993,0.33658,0.24767,0.12498
376,2.58159,0.31630,0.39221,3.97132,0.34314,0.24131,3.16598,0.16222,0.32475,2.10808,2.60084,3.89214,3.70183,0.18108,0.07157,3.67163,0.43161,0.40753,0.11713,2.01989,0.11020,2.02543,0.14174,-0.00571,0.23993,0.12012,0.33528,0.25711,0.14441
377,3.05729,0.33065,0.40755,3.89321,0.34283,0.26198,1.21572,0.17710,0.32794,2.25959,0.73096,4.04166,3.76080,0.17298,0.11074,3.51802,0.12952,0.15067,0.15429,0.38094,0.15082,0.39675,0.17039,-0.00573,0.25277,0.11031,0.34614,0.27019,0.16362
378,2.96335,0.35514,0.43008,3.57791,0.35455,0.28647,-0.00468,0.19565,0.33666,2.54442,0.03182,2.93607,3.24503,0.18805,0.15712,3.44141,0.12887,0.15133,0.17763,0.09967,0.19483,0.10612,0.19246,-0.00573,0.26789,0.10985,0.36355,0.28739,0.18696
379,2.20442,0.38265,0.45324,2.84180,0.37309,0.30871,0.00184,0.21706,0.34936,2.58048,0.04346,2.09571,2.17975,0.20408,0.18801,2.97940,0.15540,0.16153,0.18696,0.12022,0.21867,0.11962,0.20883,-0.00573,0.27490,0.10914,0.38253,0.30647,0.21620
380,1.32819,0.40803,0.46925,2.35752,0.38871,0.32512,-0.00269,0.23622,0.35678,1.98749,0.03363,1.58683,1.86776,0.20638,0.20342,1.73626,0.16970,0.16268,0.19571,0.12446,0.22809,0.11822,0.22281,-0.00567,0.27103,0.10143,0.39206,0.32303,0.24362
381,1.22603,0.43222,0.48772,1.89318,0.40805,0.34080,0.02005,0.25667,0.36492,1.45615,0.06630,1.37931,1.89184,0.20248,0.21772,0.76258,0.18718,0.17907,0.21054,0.14864,0.23634,0.13920,0.24558,-0.00573,0.26477,0.09422,0.40351,0.34085,0.26982
382,1.21823,0.45543,0.50318,1.40374,0.41806,0.35831,-0.00329,0.27366,0.37225,1.05565,0.03295,1.12360,1.51744,0.20198,0.23296,0.89316,0.20539,0.19607,0.22808,0.15439,0.24886,0.15354,0.27065,-0.00573,0.26241,0.09119,0.41775,0.35826,0.28922
383,1.02795,0.47868,0.52317,1.00228,0.42846,0.37623,-0.00021,0.29070,0.38251,0.93228,0.05903,0.94055,1.00959,0.20394,0.25243,0.92810,0.22988,0.22394,0.25201,0.17285,0.26720,0.17553,0.29698,-0.00573,0.26288,0.09464,0.43368,0.37657,0.30763
384,0.70167,0.51089,0.55555,0.71007,0.45071,0.40177,0.01636,0.31624,0.40377,0.69577,0.08907,0.81179,0.75272,0.20467,0.25550,0.61410,0.23426,0.23061,0.24805,0.18710,0.28773,0.17854,0.31427,-0.00573,0.28259,0.10561,0.45665,0.39883,0.33656
385,0.38970,0.54726,0.59031,0.46283,0.47783,0.42809,-0.00302,0.34464,0.42503,0.33036,0.06384,0.64230,0.60881,0.22122,0.26847,0.25810,0.24063,0.23700,0.25200,0.18612,0.31553,0.18294,0.32876,-0.00572,0.29950,0.11471,0.48295,0.42291,0.37071
386,0.32282,0.58151,0.62316,0.32406,0.50070,0.45140,0.00547,0.36824,0.44276,0.13044,0.08368,0.54694,0.54551,0.23374,0.29376,-0.03152,0.26199,0.26052,0.27622,0.20334,0.33753,0.20601,0.35063,-0.00573,0.30557,0.11997,0.50598,0.44606,0.39914
387,0.27988,0.61640,0.65215,0.38329,0.51765,0.47594,0.02157,0.39255,0.46311,0.08029,0.10256,0.57056,0.54375,0.23489,0.29891,-0.08336,0.25939,0.24637,0.26575,0.20556,0.34809,0.19445,0.36093,-0.00573,0.32841,0.12465,0.52455,0.46726,0.42422
388,0.29692,0.65692,0.68637,0.53141,0.54469,0.50439,0.01828,0.42488,0.48765,0.05351,0.10470,0.68547,0.65952,0.25943,0.31972,0.00855,0.27596,0.25966,0.27980,0.21771,0.37041,0.20561,0.37915,-0.00572,0.34994,0.13473,0.55092,0.49401,0.46156
389,0.44650,0.71267,0.74239,0.57314,0.59395,0.54397,0.00935,0.47146,0.52775,0.16215,0.10214,0.73214,0.76125,0.30386,0.37059,0.03894,0.32746,0.32174,0.33839,0.26489,0.40994,0.25328,0.41689,0.00922,0.37388,0.16436,0.59318,0.53479,0.51966
390,0.51509,0.76828,0.80241,0.51167,0.64732,0.58626,0.04694,0.51858,0.57128,0.24367,0.15096,0.72106,0.74932,0.34004,0.42622,-0.03232,0.38746,0.39427,0.40456,0.32003,0.44969,0.31778,0.46113,-0.00403,0.40080,0.18849,0.63638,0.57797,0.57680
391,0.50474,0.81849,0.84740,0.25929,0.68853,0.61852,0.15595,0.55887,0.60688,0.31417,0.20125,0.57327,0.54939,0.33862,0.41231,-0.20966,0.37100,0.35576,0.38090,0.30920,0.45289,0.29165,0.49019,-0.00572,0.43266,0.18909,0.66519,0.61219,0.62826
392,0.17255,0.85823,0.86210,-0.23076,0.71580,0.63318,0.04025,0.58643,0.62579,0.04024,0.12980,0.09228,0.00902,0.33392,0.38295,-0.41897,0.32459,0.29218,0.33500,0.25460,0.44634,0.22429,0.51212,-0.00573,0.45166,0.17766,0.67517,0.63717,0.67106
393,-0.18005,0.88539,0.85753,-0.41992,0.73134,0.63952,0.04350,0.60297,0.63217,-0.28636,0.11985,-0.23526,-0.34592,0.33058,0.36908,-0.41700,0.29928,0.25959,0.31263,0.22957,0.44612,0.19575,0.53318,-0.00573,0.45192,0.16159,0.67624,0.65650,0.70395
394,-0.27371,0.91104,0.86246,-0.35498,0.75128,0.65022,0.14498,0.61908,0.63617,-0.32490,0.16512,-0.24779,-0.38415,0.33171,0.37352,-0.27325,0.30069,0.26605,0.31853,0.23948,0.45791,0.21264,0.55758,0.03336,0.43968,0.15917,0.68386,0.67830,0.73855
395,-0.27609,0.92786,0.87050,-0.20491,0.76466,0.65802,0.17047,0.62715,0.62628,-0.23365,0.19418,-0.18092,-0.30791,0.31827,0.37650,-0.20014,0.30154,0.27321,0.32665,0.24114,0.46103,0.22357,0.56402,0.13360,0.41178,0.17903,0.68436,0.69243,0.75764
396,-0.17450,0.92671,0.87447,-0.07460,0.76744,0.65242,-0.13482,0.60846,0.57647,-0.05683,0.00519,-0.04047,-0.15167,0.29701,0.28303,-0.03771,0.18090,0.17721,0.26145,0.06621,0.39365,0.06984,0.52057,0.44206,0.35430,0.25656,0.67336,0.69141,0.75836
397,-0.09609,0.94759,0.91865,0.03526,0.79318,0.67541,-0.13847,0.61843,0.57966,0.10241,-0.08529,0.08126,-0.05237,0.32277,0.27853,0.09346,0.18445,0.19750,0.28145,0.02583,0.38165,0.03486,0.51219,0.53670,0.37057,0.38947,0.69875,0.71119,0.78820
398,-0.07752,0.98943,0.97522,0.11287,0.83340,0.71800,-0.03684,0.66137,0.63258,0.04272,0.08969,0.12748,0.01669,0.38644,0.35764,0.14030,0.28148,0.30359,0.35996,0.20326,0.43342,0.20813,0.55465,0.54412,0.42970,0.48546,0.74712,0.74718,0.83961
399,-0.03064,1.02459,1.02221,0.13565,0.86634,0.74960,-0.02810,0.68018,0.65947,-0.05324,0.06788,0.14230,0.07708,0.43908,0.39503,0.13232,0.31126,0.33551,0.41040,0.21885,0.46022,0.21542,0.55682,0.36121,0.47116,0.49226,0.78740,0.77659,0.88215
400,0.02011,1.06988,1.07448,0.11575,0.89972,0.79194,0.18845,0.72356,0.70200,-0.04978,0.22001,0.13184,0.09360,0.45921,0.43416,0.11842,0.37118,0.38645,0.44027,0.30420,0.49208,0.30503,0.59745,0.16535,0.51129,0.41362,0.83484,0.81315,0.92973
401,0.10381,1.11624,1.11959,0.17267,0.93616,0.82611,0.27439,0.75528,0.72125,0.09208,0.26873,0.20286,0.13754,0.45067,0.44602,0.20288,0.38318,0.39054,0.44905,0.32383,0.51686,0.32234,0.63151,0.26134,0.52101,0.38255,0.87076,0.84674,0.97458
402,0.19766,1.16975,1.17249,0.25744,0.98131,0.86373,0.26117,0.78761,0.74758,0.26979,0.29656,0.29406,0.20444,0.46190,0.46160,0.27988,0.38816,0.39840,0.46629,0.32754,0.54282,0.33160,0.66417,0.39638,0.53791,0.43789,0.91145,0.88726,1.02843
403,0.19388,1.22396,1.22666,0.27233,1.02641,0.90864,0.26065,0.82953,0.78952,0.30603,0.27767,0.31573,0.22128,0.49067,0.50719,0.26206,0.44378,0.45779,0.51084,0.36500,0.58383,0.36613,0.70377,0.21427,0.56691,0.42701,0.96047,0.93005,1.08263
404,0.18862,1.26693,1.27334,0.29505,1.06980,0.94194,0.21597,0.84632,0.80805,0.24383,0.23321,0.33158,0.25633,0.52527,0.55208,0.25491,0.47255,0.49540,0.57379,0.35864,0.61360,0.35147,0.71130,0.12524,0.55922,0.37965,1.00506,0.96697,1.13126
405,0.23436,1.30387,1.31976,0.30412,1.10457,0.97824,0.24778,0.86980,0.83968,0.21143,0.27429,0.33953,0.28989,0.51080,0.57867,0.25691,0.50039,0.53023,0.60269,0.39150,0.62289,0.39040,0.72378,0.09785,0.57360,0.34993,1.04948,1.00480,1.18217
406,0.28321,1.35162,1.36106,0.31767,1.14345,1.02349,0.38114,0.92285,0.87742,0.24730,0.38224,0.35373,0.31663,0.48805,0.59226,0.27381,0.54092,0.56829,0.59494,0.46686,0.63964,0.47322,0.77454,0.12207,0.60010,0.33322,1.09421,1.04547,1.23953
407,0.29469,1.41356,1.41356,0.31188,1.19450,1.07127,0.40845,0.98125,0.92248,0.26466,0.39226,0.34237,0.31614,0.48292,0.59046,0.27084,0.53880,0.55097,0.56343,0.47298,0.67949,0.47283,0.82895,0.07832,0.63221,0.32628,1.14559,1.09381,1.30935
408,0.27985,1.47973,1.47213,0.27423,1.25780,1.11633,0.38275,1.04166,0.97171,0.24773,0.36935,0.31071,0.28913,0.49810,0.60115,0.23843,0.52368,0.51628,0.53348,0.45438,0.73387,0.44602,0.88849,0.06760,0.67387,0.32402,1.20255,1.14760,1.38513
409,0.25614,1.53626,1.51819,0.23063,1.31189,1.15253,0.38366,1.09079,1.01252,0.22198,0.36028,0.27283,0.25965,0.50799,0.62543,0.19980,0.52120,0.49083,0.52687,0.44447,0.77663,0.42688,0.93978,0.08247,0.69975,0.31903,1.25104,1.19571,1.45208
410,0.28908,1.58036,1.54839,0.23182,1.35981,1.17979,0.39243,1.12996,1.04629,0.26080,0.35943,0.26141,0.26344,0.52129,0.64501,0.17812,0.52353,0.46861,0.52121,0.43692,0.81100,0.40965,0.98806,0.18149,0.72089,0.33635,1.29117,1.23879,1.51117
411,0.29718,1.63023,1.58371,0.22760,1.41319,1.21168,0.37931,1.16912,1.08304,0.28131,0.35481,0.26240,0.25569,0.54737,0.66966,0.13231,0.53541,0.46265,0.52792,0.43831,0.84978,0.40019,1.03841,0.20515,0.74379,0.35892,1.33543,1.28798,1.58085
412,0.27536,1.69659,1.63937,0.22314,1.48279,1.25793,0.37027,1.21842,1.13110,0.28050,0.36032,0.26258,0.24404,0.58669,0.71355,0.12872,0.56856,0.48818,0.56554,0.46082,0.90192,0.41764,1.09621,0.11714,0.77532,0.37200,1.39423,1.34943,1.66641
413,0.24362,1.75829,1.69102,0.21040,1.54624,1.29989,0.37955,1.25853,1.16441,0.25201,0.36665,0.25232,0.22976,0.60309,0.73202,0.13119,0.58450,0.49279,0.58351,0.47063,0.94011,0.42017,1.14253,0.01800,0.79396,0.33624,1.44788,1.40576,1.74471
414,0.21552,1.79476,1.71348,0.17282,1.57501,1.32027,0.33402,1.27186,1.15044,0.21044,0.33725,0.22636,0.20301,0.58723,0.71574,0.08767,0.56116,0.46767,0.57718,0.44203,0.94294,0.39151,1.15747,-0.00271,0.76148,0.26898,1.47137,1.43807,1.79034
415,0.19812,1.82043,1.73472,0.12977,1.59391,1.32974,0.17370,1.25908,1.08623,0.21588,0.24722,0.22667,0.17374,0.58892,0.64220,0.06592,0.46215,0.43001,0.58291,0.35413,0.86582,0.34599,1.10243,0.04733,0.66364,0.24984,1.47768,1.45060,1.80712
416,0.06476,1.86816,1.78319,0.06904,1.61792,1.37730,0.07106,1.28727,1.13620,0.06719,0.21046,0.14322,0.08429,0.58324,0.62066,-0.01225,0.54523,0.53521,0.65742,0.41531,0.85240,0.41949,1.08585,0.00238,0.67909,0.28444,1.52589,1.48658,1.84305
417,-0.10895,1.95110,1.86183,-0.04828,1.66577,1.45275,0.27309,1.35934,1.23120,-0.14233,0.35993,-0.00251,-0.03344,0.59112,0.60691,-0.13228,0.61275,0.64923,0.68531,0.53452,0.92270,0.52025,1.16469,0.03058,0.78735,0.33834,1.59503,1.54979,1.90646
418,-0.12525,2.03375,1.94066,-0.10748,1.73524,1.51321,0.43293,1.42886,1.31015,-0.20714,0.41208,-0.06713,-0.06337,0.63633,0.72465,-0.17955,0.55895,0.61932,0.66319,0.49806,0.99511,0.52111,1.23841,0.04283,0.88445,0.37146,1.66339,1.61716,1.99196
419,-0.11330,2.12146,2.02269,-0.14789,1.82171,1.57825,0.39479,1.50123,1.38925,-0.23482,0.40188,-0.10201,-0.09488,0.71609,0.78971,-0.22974,0.64021,0.62876,0.68807,0.53069,1.09298,0.52428,1.31703,0.14638,0.96845,0.42593,1.74103,1.69521,2.08956
420,-0.01786,2.22792,2.13190,-0.06467,1.93616,1.66346,0.52665,1.59237,1.49517,-0.13311,0.50218,-0.04451,-0.03539,0.82490,0.94219,-0.13190,0.73718,0.71829,0.79604,0.61697,1.20452,0.60756,1.42054,0.31893,1.06547,0.54297,1.84152,1.79001,2.20338
421,0.00666,2.31919,2.21995,-0.06337,2.02842,1.73542,0.53405,1.66984,1.57570,-0.09891,0.53463,-0.02805,-0.02444,0.89099,0.95791,-0.14810,0.82306,0.78024,0.86662,0.67771,1.27947,0.65337,1.49727,0.20769,1.11476,0.57450,1.92028,1.86825,2.29509
422,0.05607,2.38175,2.27454,-0.00916,2.08946,1.78391,0.61608,1.71992,1.61502,-0.02672,0.58156,0.02327,0.01502,0.89973,1.03345,-0.11910,0.81741,0.80859,0.90422,0.71299,1.31268,0.68231,1.54327,0.31968,1.11231,0.57433,1.97022,1.92126,2.35275
423,0.13083,2.46409,2.35328,0.07276,2.16640,1.85025,0.66970,1.78948,1.68204,0.07405,0.62776,0.08225,0.09786,0.93524,1.14145,-0.05605,0.90218,0.87053,0.98237,0.73704,1.35591,0.73079,1.61035,0.42643,1.15227,0.63726,2.04304,1.99214,2.44215
424,0.18598,2.57389,2.46971,0.09649,2.26418,1.93673,0.64507,1.87804,1.76421,0.14636,0.69389,0.11299,0.14895,1.02628,1.18797,-0.03135,1.00842,0.99265,1.11484,0.84171,1.39899,0.83362,1.69221,0.44235,1.20156,0.72302,2.13647,2.07677,2.55126
425,0.22662,2.69232,2.60816,0.07801,2.37348,2.01610,0.22146,1.92491,1.77057,0.19835,0.48402,0.15439,0.15495,1.14372,1.13512,0.05330,0.87855,0.95099,1.17093,0.66941,1.33937,0.66389,1.68571,0.62326,1.18821,0.83424,2.22009,2.15293,2.65277
426,0.21477,2.78561,2.72443,0.15704,2.45392,2.08752,0.20560,1.93901,1.78784,0.24017,0.26722,0.19393,0.16575,1.21274,0.96813,0.13968,0.66905,0.80854,1.15238,0.36362,1.27836,0.37042,1.59404,0.79167,1.21253,0.96867,2.30045,2.22094,2.74233
427,0.22704,2.87609,2.83218,0.22497,2.52083,2.15332,0.24071,1.96434,1.80619,0.26082,0.31448,0.22592,0.21498,1.17353,0.95737,0.22706,0.69497,0.82869,1.04126,0.40880,1.24446,0.41272,1.58881,0.92134,1.25325,1.06096,2.35223,2.28564,2.82972
428,0.18752,3.00364,2.97149,0.21115,2.61785,2.25187,0.33383,2.03667,1.91318,0.19158,0.40797,0.20626,0.20286,1.20036,0.84043,0.20399,0.62542,0.85129,1.00382,0.50844,1.28731,0.57462,1.64080,0.68283,1.36665,1.10907,2.44985,2.38487,2.95917
429,0.30464,3.15956,3.13878,0.29810,2.77071,2.35879,0.66044,2.18391,2.09687,0.27589,0.65362,0.28213,0.29788,1.29761,1.36969,0.30810,1.13707,0.98355,1.21992,0.79263,1.46992,0.77046,1.83161,0.98832,1.54984,1.22951,2.58421,2.51290,3.13803
430,0.45390,3.30888,3.29793,0.40356,2.94104,2.46283,0.91147,2.32221,2.27503,0.39452,0.93955,0.35346,0.40503,1.43692,1.57948,0.42074,1.57834,1.24790,1.39210,1.25714,1.65943,1.05072,2.01529,1.40404,1.72482,1.45389,2.72166,2.65177,3.32669
431,0.49094,3.47178,3.46403,0.41212,3.10514,2.58845,1.07818,2.46917,2.43168,0.44099,1.12619,0.36564,0.42424,1.60398,1.47795,0.41808,1.46234,1.33517,1.41745,1.37963,1.81347,1.23615,2.18050,1.40818,1.88057,1.62196,2.84635,2.79585,3.50478
432,0.45827,3.63524,3.63031,0.35443,3.25501,2.71580,1.13042,2.60712,2.58924,0.42956,1.06269,0.34722,0.39748,1.70701,1.33665,0.37542,1.20568,1.20179,1.42517,1.15023,1.93656,1.11862,2.32456,1.13778,2.03475,1.67985,2.98647,2.92882,3.64466
433,0.35757,3.80290,3.80221,0.23876,3.41659,2.85116,0.86702,2.75114,2.74091,0.31417,0.87463,0.28064,0.30527,1.75688,1.16414,0.23005,1.03517,0.89848,1.37938,1.00235,1.99797,1.03017,2.46739,0.53046,2.17728,1.61253,3.14340,3.06509,3.78951
434,0.17328,3.95288,3.94904,0.12927,3.53051,2.96896,0.69618,2.85913,2.82534,0.11390,0.66027,0.19522,0.20238,1.55157,1.18332,0.00708,0.73938,0.43271,0.87347,0.70782,1.93490,0.65396,2.51951,0.01069,2.20593,1.41513,3.26375,3.17519,3.88353
435,0.05390,4.08600,4.07571,0.10738,3.62699,3.07579,0.36530,2.94307,2.87259,-0.05861,0.39258,0.16643,0.15423,1.45188,1.29053,-0.06017,0.69072,0.36513,0.79200,0.56564,1.79033,0.48036,2.48380,0.11157,2.22862,1.30392,3.36988,3.27202,3.94955
436,0.05289,4.23446,4.22067,0.13368,3.74360,3.20784,0.28260,3.03990,2.95534,-0.09560,0.44958,0.20216,0.17448,1.48781,1.49393,-0.04896,0.85561,0.49418,1.03731,0.69220,1.77806,0.64469,2.48894,0.11819,2.28014,1.27400,3.49902,3.38455,4.04716
437,0.15315,4.40709,4.39418,0.21901,3.89417,3.34955,0.38068,3.15264,3.06373,0.00788,0.50695,0.28074,0.26296,1.60736,1.64667,0.02584,1.12147,0.74987,1.25267,0.75500,1.86378,0.66334,2.56127,0.24911,2.34853,1.28209,3.64769,3.51556,4.19844
438,0.25391,4.60347,4.61583,0.30262,4.07536,3.50684,0.37450,3.26570,3.21749,0.10674,0.54237,0.34067,0.34192,1.72633,1.76281,0.11276,1.25751,0.97850,1.46244,0.88243,1.98912,0.81625,2.61313,0.31990,2.39821,1.32039,3.82002,3.66337,4.38010
439,0.27619,4.83062,4.85244,0.35133,4.25432,3.69058,0.58374,3.44847,3.40006,0.14623,0.73412,0.35383,0.36764,1.76369,1.87528,0.15610,1.57033,1.26740,1.56328,1.19904,2.04847,1.09004,2.78495,0.21046,2.50303,1.32384,4.00250,3.83532,4.58730
440,0.27562,5.05290,5.05908,0.42954,4.39163,3.86972,0.63843,3.57436,3.49518,0.19263,0.87034,0.36767,0.38222,1.77990,1.81349,0.29104,1.66278,1.47748,1.47350,1.39796,2.03034,1.31645,2.83949,0.26333,2.49612,1.33438,4.17022,4.00114,4.74508
441,0.34869,5.30076,5.30704,0.48861,4.57588,4.04167,1.22859,3.78166,3.66744,0.27167,1.13040,0.38533,0.44586,2.00094,1.84417,0.45641,1.56013,1.39617,1.66402,1.35051,2.25137,1.25330,3.14270,0.37367,2.67310,1.34652,4.35224,4.18413,4.96148
442,0.40760,5.54521,5.56661,0.46150,4.81934,4.19170,1.09603,3.99902,3.87584,0.27505,1.03465,0.37145,0.45105,2.15804,1.98429,0.45199,1.58639,1.41602,1.80050,1.30922,2.63944,1.21377,3.38839,0.30213,2.89592,1.43586,4.55862,4.38055,5.22121
443,0.33458,5.68522,5.67387,0.38188,4.95728,4.27218,0.96629,4.11351,3.99642,0.19671,0.92580,0.32131,0.36282,2.00177,2.09021,0.32381,1.50668,1.27067,1.77825,1.21417,2.77624,1.06452,3.51321,0.03009,3.03079,1.44278,4.67199,4.50448,5.34758
444,0.27407,5.75766,5.70584,0.39525,5.01125,4.31215,0.40253,3.98847,3.86626,0.17467,0.57046,0.33692,0.34443,1.52234,1.90569,0.31597,1.10961,1.02597,1.59982,0.83369,2.23435,0.81223,2.88303,0.25755,2.70868,1.63550,4.68285,4.55521,5.33182
445,0.27297,5.84835,5.81496,0.44316,5.11684,4.40714,0.30444,3.89874,3.84412,0.18030,0.38542,0.39054,0.40492,1.55550,1.91276,0.36204,1.12519,1.10713,1.65223,0.81384,1.94846,0.78252,2.43427,0.28503,2.64657,1.79236,4.78399,4.63937,5.37252
446,0.24326,6.03156,6.01194,0.44339,5.26004,4.58504,0.45228,4.02976,4.02649,0.12224,0.69857,0.39851,0.40295,1.50127,1.90594,0.33181,1.51664,1.29223,1.68661,1.13748,1.83764,1.08279,2.61842,0.15251,2.65410,1.94174,4.93876,4.79448,5.51954
447,0.19058,6.30376,6.26721,0.40325,5.43872,4.78762,0.80294,4.25965,4.21697,0.06878,0.93719,0.35708,0.37107,1.61159,1.81063,0.28294,1.68460,1.26419,1.59459,1.42647,2.10795,1.27305,3.04757,0.27126,2.60701,1.99934,5.13368,4.98952,5.71939
448,0.28291,6.55065,6.49509,0.46074,5.61207,4.97289,1.07803,4.47060,4.25963,0.16886,1.16179,0.40392,0.42795,1.88367,1.81953,0.37994,1.61774,1.39706,1.72105,1.50170,2.25424,1.36613,3.37089,0.29862,2.54974,1.96414,5.31566,5.17235,5.91421
449,0.42326,6.78377,6.70165,0.53936,5.77795,5.13180,1.29004,4.69553,4.41065,0.30656,1.15167,0.47066,0.51707,2.11294,1.87491,0.49801,1.64923,1.51072,1.84163,1.38423,2.55002,1.29251,3.62801,0.45480,2.70586,1.95309,5.48637,5.35166,6.11139
450,0.55430,7.05288,6.96344,0.60508,6.01020,5.31860,1.25610,4.94747,4.61146,0.44498,1.21282,0.53495,0.57689,2.35368,2.12953,0.60784,1.84996,1.79424,2.07429,1.53571,2.90807,1.46506,3.91238,0.70585,2.97673,2.03840,5.70503,5.56752,6.36669
451,0.63160,7.34485,7.26384,0.68823,6.28450,5.53145,1.44393,5.21704,4.85508,0.56534,1.43099,0.62025,0.65358,2.52735,2.39717,0.70887,2.05233,2.07704,2.36344,1.76494,3.15818,1.74404,4.21550,1.00837,3.25029,2.20992,5.95707,5.80404,6.64225
452,0.74223,7.61288,7.53409,0.78782,6.56373,5.72089,1.69588,5.45748,5.07197,0.66930,1.66072,0.70527,0.76351,2.67931,2.70717,0.83257,2.36938,2.38815,2.56967,2.02867,3.39545,2.04600,4.47215,1.38712,3.60389,2.49342,6.16610,6.03344,6.92441
453,0.86183,7.82195,7.69097,0.84372,6.78752,5.85823,1.95689,5.36175,4.99175,0.74469,1.88660,0.75829,0.83694,2.85600,2.64851,0.91077,2.37474,2.23817,2.36659,2.13375,3.15060,2.13091,4.11974,1.59631,3.86926,2.78960,6.21816,6.22265,7.16909
454,0.89706,7.95780,7.73996,0.87153,6.91139,5.87598,1.23970,4.74017,4.62727,0.65165,1.56207,0.80156,0.83653,2.72338,2.20915,1.06600,1.94822,1.92654,2.05626,1.80506,2.67159,1.85800,3.41304,1.66123,3.64395,2.76639,6.12054,6.32188,7.27748
