day,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100
945,22433341.3200,34823433.6000,46933768.8000,28229472.0000,40011606.0000,22065872.4000,23785196.4000,16787300.4000,22520764.8000,3557124.9720,32210456.4000,92618823.6000,71031675.6000,0.0000,93801711.6000,323653.2336,17218772.2800,31557283.5600,15266944.8000,58215232.8000,9024951.2400,20850464.5200,3987669.9240,4448156.2272,53205933.6000,211954.6296,5384438.6400,3212947.4400,51810836.4000,368521.5168,4841583.8400,3179569.4460,5246889.6348,741673.6632,4392347.4360,17569522.8000,5747603.7413,89885.0592,56559348.0000,482858.2188,8054040.8880,29939140.8000,0.0000,18483764.4000,26228253.6000,0.0000,780026.5260,15970546.8000,42495721.2000,0.0000,37743505.2000,0.0000,5107236.4800,15490447.2000,33729310.8000,0.0000,34963786.8000,0.0000,4165788.9600,741155.8824,38018714.4000,0.0000,36825746.4000,0.0000,18424184.4000,19997046.0000,36799538.4000,0.0000,73760871.6000,0.0000,73851595.2000,0.0000,312685740.0000,0.0000,121456224.0000,524321316.0000,165485005.2000,0.0000,300771504.0000,0.0000,370227456.0000,68556585.6000,81611380.8000,73130104.8000,305701704.0000,0.0000,307371132.0000,950853.2400,60998.8320,134657564.4000,5013384480.0000,5101862040.0000,17375050.8000,0.0000,841472.5320,0.0000,5318743.3200,0.0000,1498155.1200,0.0000
946,15141620.8800,43596637.2000,56123442.0000,24284984.4000,38139168.6000,24719928.1200,31831422.1200,14316127.5600,27158589.0000,6368063.8572,30026554.5600,120921102.0000,75743492.4000,0.0000,94874263.2000,728446.6728,4960787.4720,47140653.6000,18179784.0000,67570956.0000,6225342.4080,44727163.2000,4435532.3520,8782623.5760,47808649.0800,4514167.6200,4038454.9440,7505192.5200,43508028.4128,7160684.7816,6742346.7240,2590105.8427,1132103.7504,12103730.1760,1449145.9080,32922460.8000,1112803.6068,7522032.8884,42599741.0400,12246422.3647,9743814.0360,29932185.6000,84.2209,17649362.8800,8347395.4092,16339309.4160,2449847.0880,12476523.2400,26786853.7308,7965171.7560,14462149.7124,19964442.2400,7791284.1960,11547096.4800,18769496.0796,5813998.3098,15217069.3200,13649697.0000,1034056.4400,9080635.3200,16897182.7788,13376187.9432,16256086.2468,12888660.9600,14151881.8800,16501469.4000,16152135.4944,15640552.0800,32385581.3628,28805007.6000,32349830.0040,28958024.9880,105557612.4000,6985966.3200,79124342.4000,217307592.0000,46458853.2000,5876073.7200,238914792.0000,0.0000,378309240.0000,140880999.6000,10885771.9080,171886824.0000,256875444.0000,0.0000,263251044.0000,7689874.3200,3683764.8000,203108040.0000,4432483800.0000,4410605520.0000,17118928.8000,0.0000,843756.4080,0.0000,5283210.2400,0.0000,1399268.1600,0.0000
947,3911121.5076,47535309.7200,43601360.4000,8887875.5160,13412722.2120,20300682.7080,34675701.8400,3918795.4440,30554704.4760,2926402.2540,18462718.1160,116165070.0000,38185862.4000,0.0000,61074662.0400,2232138.1356,9046474.2000,71354340.3600,9786691.4400,50788828.8000,2295134.9017,57538865.1240,6795867.9600,17230769.7840,30998379.6252,17941651.8948,2746013.4000,5500161.0000,23285403.0036,26485657.8840,7366461.1560,3699449.0640,1044879.7680,24907775.4000,963179.0064,36489998.5200,935085.2436,15812098.5240,21917424.6000,30134152.5840,6589190.8242,24590368.0800,0.0000,17253652.3200,2121373.7280,37584022.5720,4368237.7680,8588875.6800,7515297.9626,21785175.4680,125042.0400,42126051.6000,12406287.6000,6603090.0480,4018088.0520,13705206.2640,63776.4120,27466441.1280,334668.1684,15139814.4000,1378733.5008,26234300.9664,1682569.4760,24962805.5040,12135216.9600,16397584.9200,1050123.6720,30349560.8880,2782042.3440,55525898.1960,2990160.1440,55884726.7200,150228640.8000,25787602.8000,27888364.0800,282312036.0000,73712505.6000,0.0000,223652268.0000,0.0000,264660948.0000,43138915.2000,18124975.8360,152223192.0000,254878740.0000,0.0000,255748140.0000,2657733.7356,16901275.6800,168480576.0000,3719025000.0000,3630542760.0000,16792880.4000,0.0000,939448.4400,0.0000,5293796.0400,0.0000,1373038.2000,0.0000
948,14790671.8654,26423436.8707,17734835.0160,13306229.1360,11458369.1700,25460510.2920,22167230.7600,7959721.3560,26268655.5360,7118083.1160,35292410.6400,58429724.3640,4949578.5156,11751602.6808,27706410.0832,16611934.6800,35039282.9076,46895601.7080,7106773.2480,20844316.8360,13165679.2392,28390254.9624,12482442.4680,10568488.6548,21525832.4400,25292949.5880,1857701.8872,2588088.4848,17814353.0868,29262536.1720,10479897.8640,1385840.1384,7109652.1010,10604491.3584,5501034.1836,18537247.0800,4721123.6186,7427787.4152,23288086.2154,19864219.7520,4276923.6240,30157779.6000,0.0000,17329115.8800,14493834.3600,15003934.5348,2861274.5262,8905999.6800,10400562.1764,13563527.4360,8496979.8480,14077615.5972,10375532.6400,5516906.4360,8063620.0560,6708692.7360,6561860.1948,11131875.3240,3625706.0556,4540409.0640,10633582.2060,10153934.9815,9629474.6520,10903016.7360,8874208.8000,11931840.3600,10304554.1400,12634494.8760,20450069.2800,23815190.1960,20732645.5200,23914036.8000,184650336.0000,21877479.0000,48743064.0000,373556124.0000,162356220.0000,0.0000,252269856.0000,0.0000,312021036.0000,57746260.8000,60865462.8000,117600940.8000,223493292.0000,0.0000,225750060.0000,315230.4165,11982499.9200,100291014.0000,3477906360.0000,3510531000.0000,16509510.0000,0.0000,981662.7600,0.0000,5283211.6800,0.0000,1302525.3600,0.0000
949,17184125.1600,10490633.4600,14181359.0400,25865501.7600,12560572.0800,12588223.9680,8265424.6116,21768761.8800,8305691.3057,15332265.0000,51308766.0000,10056812.2236,0.0000,35936838.0000,3711043.8720,46420858.8000,24606911.5200,12762495.8640,35528664.6000,6192807.7392,16694209.4796,11264028.8400,8163894.8160,1320695.0784,8250194.4840,21310568.6400,6774044.0400,875.4336,8012688.0804,10688866.9560,823502.1672,10102557.8052,6609712.1040,1297891.6524,8742728.5200,1468631.7878,7760020.6800,32587.5960,15716876.1732,8519844.5280,5287278.2760,14827608.3600,0.0000,17737224.8400,20152630.3320,400201.9776,677920.9860,6894230.7600,8389105.6680,6349461.3497,22530770.2800,452704.0320,5409014.7600,6875781.4800,6839457.9120,4828609.8335,13453775.2800,42547.7916,9472775.0400,171579.6036,13943659.7880,1658826.0360,12845048.6916,393819.8688,8695915.2000,7409797.9200,14155146.1800,155843.9640,27260942.6110,653496.2028,27371841.1560,647840.3040,99355633.2000,43489576.8000,55491285.6000,369155952.0000,286467480.0000,0.0000,323698068.0000,0.0000,366921864.0000,41594299.2000,14997439.4400,129187612.8000,172147788.0000,0.0000,179209440.0000,5999464.1160,10381474.0800,46540033.2000,4281291720.0000,4330707480.0000,16511918.4000,0.0000,946901.5200,0.0000,5262248.8800,0.0000,1155938.0400,0.0000
950,27172140.8400,13549048.5600,10760847.1200,33556101.1200,19490932.0800,13492425.4024,1051411.3920,38182614.8400,1457319.9528,38464945.2000,75175402.6800,28198033.2000,604.8504,34272316.8000,1627464.4164,76590316.8000,38342724.2640,56170303.2000,68179554.0000,7020246.2400,20106643.4640,34927066.8000,6416019.9720,11503979.8560,18850334.9076,34826388.8400,9487296.3600,392777.7120,22452058.4400,28578435.1200,0.0000,25839154.8000,3453248.1031,15356627.2195,13328514.3600,7990521.7320,6446072.4120,5539787.9640,14664588.8400,26679452.5224,18236036.8800,8862425.9280,0.0000,17230851.3600,11813378.0760,21225684.1464,5234570.2800,7475775.8400,8063598.7980,23184499.6368,15138887.8320,23598565.9942,9548415.9360,11419080.4800,3248477.2375,21167434.3104,9852935.7600,20125622.4480,5756015.2320,4580553.8988,6267237.1200,23686046.8470,7114597.4448,20500810.5852,16798960.0800,14068275.1200,7395104.3004,22505446.3680,14444157.5161,43157633.8320,14404159.2240,43259007.5640,240511824.0000,12650370.8040,25186417.2000,716354964.0000,432048492.0000,0.0000,511981488.0000,0.0000,623221776.0000,112449621.6000,64149230.5200,198984780.0000,360062316.0000,0.0000,360934236.0000,2102196.4200,6827635.0800,87796472.4000,6335996760.0000,6283243440.0000,16361060.4000,0.0000,991942.2000,0.0000,5233163.4000,0.0000,1051604.2800,0.0000
951,25285486.1400,16949776.3200,18333860.0400,18417645.3600,31557405.6000,6498726.7968,5498719.2900,21307181.0400,12005545.2840,13703640.4800,96120748.8000,20198616.9840,10367.9352,36918856.8000,7467103.7532,42401242.8000,57851420.4000,39556144.8000,65852319.6000,6178491.7200,35565501.2400,20866580.8200,8911849.7160,5013920.9520,37491912.3600,11437804.6560,14387068.8000,0.0000,42372521.6400,8450713.8000,0.0000,18267753.6000,16452211.4647,7652874.6000,24937028.0784,4868289.8280,15160627.9440,2333824.2360,45342646.6140,6425827.6680,9742810.0680,8031761.2800,0.0000,17145238.3200,38651630.8550,8870155.3836,4072019.0760,12728546.6400,34575630.5520,5421736.2204,43897031.1252,7934427.3600,10302640.2000,17618965.9200,25389427.3200,5412272.9400,33375323.1600,6937333.5600,10475116.7400,2053806.0577,34872396.8400,8068270.6800,33608741.7600,7150050.0720,21386538.3600,22173115.6800,33641920.8000,8592104.5560,66796167.6000,15804374.7600,66500776.8000,15934280.0400,512243496.0000,661104.2952,560858.1779,993371040.0000,523966392.0000,0.0000,632110716.0000,0.0000,754435296.0000,127432735.2000,262371060.0000,237133548.0000,477734364.0000,0.0000,473496588.0000,0.0000,2462760.1404,114445872.0000,7802057880.0000,7767719640.0000,16186662.0000,0.0000,1025088.8400,0.0000,5275476.7200,0.0000,1147713.8400,0.0000
952,12822721.8840,4768067.8440,10594944.1800,16374775.3200,8106298.8840,11468498.5995,9657698.3208,9729424.6740,15826027.8600,7405260.8040,38702183.6520,11805120.4169,58080.0672,19425336.1200,9103353.1560,18125795.8800,25667648.8524,10611628.3620,22184376.8400,8000099.2800,21541302.5400,5152784.5080,6162111.0000,5480010.6584,17687292.5556,10683012.1212,7439702.0400,115490.2320,12152043.7200,11631017.7504,5633944.4902,3211208.3160,15422454.7200,1152164.6460,13008280.6800,2464759.7266,10887361.5600,1356254.2080,31794127.6320,7214735.0880,3037685.5440,24381983.8800,0.0000,17160081.4800,33041269.4220,3099116.8800,3304965.3170,8300952.6840,25328858.2128,3701395.3442,37907944.6680,3094337.5200,9708175.4400,12525837.8400,23290867.7028,1661430.0528,30082571.3880,1820760.8400,9507031.9200,1152931.5932,33884119.7640,1574417.4480,32919034.9320,1390695.4800,17282708.2800,19152009.3600,33643798.5240,1528130.5200,67443716.5200,2703309.8400,68123868.4800,2491169.7600,521776188.0000,0.0000,52177640.4000,814288212.0000,322566732.0000,0.0000,395291880.0000,0.0000,500319612.0000,95075134.5600,319870080.0000,106282598.4000,326890692.0000,0.0000,336147444.0000,0.0000,1977558.8760,66933799.2000,6217982280.0000,6458801400.0000,15921165.6000,0.0000,968307.1200,0.0000,5284616.7600,0.0000,1264859.6400,0.0000
953,38890882.8000,14859657.6732,12942746.2800,24920583.4800,15585389.6400,27224302.3200,20298011.6160,14764886.9136,21447597.9600,7654523.3064,65805782.4000,49130634.2400,10109780.8920,7876788.9300,31405109.7600,13925109.1320,66183051.6000,36292275.2282,11893769.2800,21712338.5688,41589358.5600,14182336.5336,14355272.9387,9912833.7052,29372219.6400,20610473.5080,3534925.8164,2415588.9696,27874825.6140,29216001.8520,13778120.8800,295773.6276,22520091.8804,2255427.4320,19544420.1600,10646754.4908,13471843.9032,3672973.0080,44269398.2160,16675639.4556,5503403.5200,35257539.6000,496.2171,16966826.3160,42422945.7780,6456418.9200,6089305.8600,11671059.9600,35460334.8000,13610936.5988,41687566.0920,7098158.5560,16012476.0000,14452954.4520,28347968.5164,5425522.1496,30639246.1200,5588746.9200,10596333.4560,1150270.5744,35996301.7200,4034603.4120,31783435.3080,4156176.3480,18254203.5600,21148914.2400,32673636.7200,4027192.5600,63740390.4000,7849450.8000,63162977.4000,7590685.3200,308431796.4000,425480.4000,67314290.4000,481770036.0000,164070298.0800,7598400.8400,193415997.5280,11506677.4440,236762380.8000,58459978.4400,139210203.6000,102517030.8000,265049064.0000,0.0000,262308888.0000,378293.4000,19033635.1680,47114437.8600,5174305920.0000,5169277440.0000,16225783.2000,0.0000,928503.0000,0.0000,5333968.4400,0.0000,1168494.4800,0.0000
954,56627794.8000,16893300.4524,22027590.0000,49797244.8000,10048958.8956,16516648.0944,23281057.0800,35991452.1600,18443314.0487,19632707.1468,126105951.6000,38469655.0800,0.0000,48492378.0000,5111884.1340,52119663.7680,101904973.2000,28174677.8400,32390496.0000,16157904.1200,55568059.2000,1405689.2280,21153776.7600,791161.8566,8702462.5200,38081797.2000,5198763.9600,3666598.9200,7696672.3080,38607109.7760,21285509.0400,206607.3480,31169383.2000,0.0000,27647848.8000,3017322.9720,15269344.9200,75560.6844,27690189.1560,10564784.2548,8271587.5200,46779012.0000,10407.1104,17418694.8960,47987634.2400,512413.5672,4315753.8000,5485832.6400,19860478.9920,4062234.8066,40560476.7960,464553.7920,18808513.2000,11671498.8000,22797237.4200,335141.3232,26854429.2840,830091.9240,14118057.7200,272472.2496,35929888.5600,19904.7240,29846668.8600,213041.7792,14719849.2360,18353993.4000,32282685.3600,60304.1040,62120855.3400,180615.9276,62172993.1320,161438.7600,3319874.2800,243128930.4000,154492408.8000,197344404.0000,346535784.0000,0.0000,253028988.0000,434858.6520,311340996.0000,57902704.2000,4642394.4360,328242060.0000,89521691.7600,3473893.7640,95302846.8000,8151330.6540,96305356.8000,1618084.7568,4876987680.0000,4957948440.0000,16634372.4000,0.0000,896415.8400,0.0000,5400844.5600,0.0000,1035392.4000,0.0000
955,39951010.8000,32267767.3200,31514245.2000,37616472.0000,5319112.8240,33806386.4400,39985470.0000,9167237.7480,54679046.4000,6514673.9400,84353842.8000,71944052.4000,6239463.4800,32158295.9640,45431561.1600,14822121.9600,100499148.0000,37035277.3080,8002947.2400,53439465.6000,61142839.2000,4674460.8564,14175832.8960,3287798.0280,26876737.0800,35753633.0208,4270946.3280,4978369.4400,19034729.8848,36616800.8484,27841708.8000,0.0000,36762843.6000,0.0000,24371514.0000,3415890.6000,17713900.8000,6497.6400,44627105.5200,2984666.8496,4141020.4448,56119402.8000,3942.3132,18754408.1880,58822747.2000,10887.0120,4225834.8000,6879350.8800,43429866.4800,568430.8560,63447303.6000,0.0000,16771794.1200,19401519.6000,44081906.4000,0.0000,51415905.6000,0.0000,13444628.4000,330649.4520,59120348.4000,0.0000,55426561.2000,0.0000,27842979.6000,31365856.8000,56270887.2000,0.0000,111940246.8000,0.0000,112116866.4000,0.0000,0.0000,650071512.0000,423165384.0000,51674400.6480,394021224.0000,0.0000,233241336.0000,0.0000,259838424.0000,24150593.9880,1197753.8724,415670796.0000,3358.2924,232150420.8000,2439206.0280,232989051.6000,162488700.0000,0.0000,4329363240.0000,4476962520.0000,16758388.8000,0.0000,865426.3200,0.0000,5383078.5600,0.0000,1037765.1600,0.0000
956,19350113.7600,104008241.0520,110071879.2000,36643324.4640,39835874.1600,79130628.3600,110128222.8000,13009586.4000,92558692.8000,4080855.8160,49303610.2800,173573557.2000,42302178.0000,54723525.5880,95592401.2800,30262483.8000,47474822.9880,108082784.4840,18133832.1600,89876570.4000,16478575.7760,69430029.9120,13340603.1996,25836268.5810,44126759.5200,57768651.3960,606930.2892,11628624.9600,34100022.3120,81272362.3056,25155047.1600,1061703.6480,5409666.1080,30843513.6660,5041944.0360,45722954.1600,2371856.6772,22465912.1400,30375169.2000,66177977.5440,22280468.6520,58184708.4000,596806.6064,17496517.4280,8486204.0400,56520967.4280,12943469.3760,12162490.5600,20086401.9600,58681153.7280,10678523.4612,74851424.4229,28114301.2680,14010491.1600,12921530.4000,40747722.4800,10301661.0360,58252236.1200,2247548.3532,19587385.3320,11159179.2180,57949219.8367,10803790.8000,55944825.0797,32545497.6000,36053522.2800,10698390.0000,61827584.0040,21269494.8000,118063193.8680,21020968.8000,118198572.4800,0.0000,954757908.0000,459278784.0000,74618114.7600,465694056.0000,0.0000,316055577.6000,0.0000,540686700.0000,228527784.0000,19311317.7480,532740924.0000,0.0000,450067140.0000,0.0000,454604040.0000,152700516.0000,6165719.7804,5213181600.0000,5037283080.0000,17006943.6000,0.0000,880908.4800,0.0000,5386701.9600,0.0000,1193528.8800,0.0000
957,38012796.0000,35748709.5600,29430278.6400,43480612.8000,12810976.2000,51758107.2000,31434436.8000,14179341.9600,25188783.1200,5549297.7960,91669510.8000,67204353.6000,0.0000,68776164.0000,891976.4323,53575970.0400,76278409.2000,50188676.7600,26313757.2000,32462157.6000,19589934.2400,11045467.4040,16444580.9760,1981002.6360,1251536.5728,62937338.4000,145658.8656,7553655.7200,2954373.6816,61130314.8000,15663981.2400,252949.7520,6758791.2000,3983917.4550,11306401.2000,14302058.7600,1395552.3480,6711862.7232,3737631.7800,30019243.3200,9323727.4800,40686163.2000,939.4308,17581524.1200,9494795.8429,14436259.5132,7151176.0800,5871146.0400,1506667.2480,28345807.9800,1777151.9592,24858934.6464,19587373.2000,3013535.4480,1799162.7480,14203680.8940,105541.8948,24680401.9200,3915160.4880,3461626.0800,3805973.5212,17152563.9420,1030505.1480,19097178.7320,8434455.3720,15380888.4000,1205981.8938,22052205.7560,2121097.7520,41199968.4084,3217116.4596,42408741.2400,0.0000,1044042840.0000,506120220.0000,58212784.8000,555620076.0000,0.0000,370166004.0000,0.0000,425233152.0000,56158097.8320,212550.4800,621599868.0000,0.0000,423898920.0000,0.0000,424465884.0000,188071848.0000,3390798.2400,5034462840.0000,4979445480.0000,16866349.2000,0.0000,927651.2400,0.0000,5442298.2000,0.0000,1310090.0400,0.0000
958,49160343.6000,36369086.4000,34189768.8000,50588460.0000,5796367.9236,50554011.6000,37820228.4000,17274021.8400,27082612.8000,8832403.0800,105679072.8000,82477274.4000,0.0000,63229348.8000,838439.5284,53379640.8000,87919117.2000,65721016.8000,26853199.2000,32302789.2000,26986863.6000,14633556.9948,9454054.1796,4529717.3160,2801971.9944,66810412.8000,97671.2400,8051977.4400,1504495.6200,83027991.6000,22658644.8000,130847.9040,8585101.5840,2427953.1134,14749246.8000,19066481.2800,806363.4780,9300092.5440,1063350.0862,48759803.6400,14185817.6400,48347838.0000,1022.5930,17075060.0280,9017121.2004,21807351.3600,12781765.4400,4702685.0400,27394.6356,44279528.7600,0.0000,43297268.4000,30376382.4000,3015733.6080,131879.0873,21808197.6480,0.0000,40760492.4000,1848573.0504,6204283.9200,941919.8220,29528613.3600,0.0000,33880120.2000,14464766.8800,22249648.8000,0.0000,37484176.3200,0.0000,71879421.6000,1275631.0344,73530579.6000,0.0000,1012791960.0000,462799836.0000,67294195.2000,538438500.0000,0.0000,402896412.0000,0.0000,658274652.0000,259730856.0000,135147.9600,558979236.0000,0.0000,461332548.0000,0.0000,465117480.0000,133309116.0000,1002067.2720,5123679840.0000,4979339640.0000,17080534.8000,0.0000,1044480.6000,0.0000,5476071.2400,0.0000,1135050.4800,0.0000
959,71192746.8000,47908227.6000,53826584.4000,71434789.2000,21501100.8000,44447330.4120,44958477.6000,29015285.4000,42610145.0400,8985663.3600,182576880.0000,76513439.8440,0.0000,100076317.2000,8945514.3312,69233667.1200,170580492.0000,65015330.0400,39542670.0000,36986900.4000,78504544.8000,5875809.7680,32956707.9600,209017.8000,14383834.1388,69577646.4000,3702022.6320,8046448.9200,15003769.4280,74917725.4800,42964426.8000,0.0000,40616176.4640,612286.9200,38556774.0000,10918422.4320,16643216.3040,2807563.2012,35258217.1200,20423088.3600,14308693.9200,75907605.6000,71164.9829,18779660.4265,61249537.8000,6403542.8112,8248183.5600,10327893.1200,26527871.8271,15521132.7000,44984030.7600,12987336.2400,35508963.6000,14733820.3680,35016060.4884,6200081.1720,31952001.1320,11440673.3160,13253097.4560,3272557.2480,45303412.3200,8650006.3440,37434928.3200,9627135.8400,21326126.4000,28987480.8000,38931494.4000,10459450.4400,76632431.4000,20102237.6400,77189348.5200,20376270.0000,0.0000,1132413840.0000,694642068.0000,13569628.1940,514994760.0000,0.0000,385806384.0000,0.0000,508417740.0000,118858795.2000,11625986.8577,476126316.0000,0.0000,659773260.0000,0.0000,655491960.0000,132499188.0000,275212.0703,5316933600.0000,5445875520.0000,17427556.8000,0.0000,1204866.0000,0.0000,5498079.1200,0.0000,1048452.1200,0.0000
