day,box1,box2,box3,box4,box5,box6,box7,box8,box9,box10,box11,box12,box13,box14,box15,box16,box17,box18,box19,box20,box21,box22,box23,box24,box25,box26,box27,box28,box29
298,12.89942,16.65287,16.35862,13.34021,15.73650,15.65650,12.59150,15.21492,14.79300,12.97329,12.63746,13.69725,12.93846,13.86008,13.58917,13.92321,13.11621,12.85988,13.24567,12.86350,14.16987,12.72725,14.72383,14.00633,14.38612,14.22046,15.32425,16.17075,17.04496
299,66.87271,71.65867,71.10458,67.26754,70.11646,70.07900,66.71854,69.40029,68.68317,66.68083,66.66583,67.66733,67.07200,67.62196,67.36346,67.79863,66.88625,66.60108,66.94029,66.76787,68.04196,66.62521,68.72975,67.57329,68.21346,67.91425,69.51817,70.87387,72.11938
300,45.03521,43.42279,42.61296,42.19208,41.80000,41.99858,43.42575,41.48396,40.97825,46.44654,42.99175,43.93692,43.40400,41.18100,41.38833,41.48925,41.72042,41.76967,41.35904,42.38308,41.26825,42.43012,41.24462,40.72563,41.03525,40.85250,41.46538,42.72188,44.25729
301,68.62000,71.45321,72.09412,70.55971,72.04967,71.19112,70.10946,71.31954,72.22942,67.58075,70.46567,68.94288,69.82196,71.89433,71.45125,70.98804,71.20904,71.39617,71.74921,70.82096,71.52271,70.90162,71.47342,72.84700,72.02133,72.51338,71.94600,70.95762,70.43008
302,64.67012,72.24821,72.54271,68.60412,73.14012,72.95446,66.84433,72.99721,73.32771,63.63692,67.74717,66.09513,66.42338,71.91408,70.86150,70.36854,69.86550,70.01821,71.05779,68.75692,71.70683,68.82458,72.49175,73.22379,72.69813,73.06950,73.17067,72.87425,72.43075
303,50.54275,57.64050,57.12625,53.06317,57.00621,56.89571,51.56104,56.56992,56.45267,49.86150,52.05492,52.10554,51.64704,55.08458,54.36462,54.38079,53.51692,53.40158,54.21437,52.75050,55.20383,52.67846,55.98904,55.87021,55.85454,55.92121,56.75846,57.28738,58.04187
304,56.65092,61.16483,61.31608,59.37071,61.49658,61.27971,58.11821,61.32975,61.50046,55.47992,58.55717,57.86383,58.12571,60.77950,60.36488,60.31204,59.82292,59.74950,60.30462,59.16112,60.81033,59.11033,61.18212,61.18483,61.19729,61.28146,61.49638,61.14304,60.68629
305,59.60671,63.15463,63.95542,60.58246,63.09242,61.71933,60.75108,61.36446,62.24329,58.95713,60.99467,59.42488,60.29992,61.85379,61.35125,60.75637,61.23192,61.55900,61.78787,61.10754,61.36188,61.26825,61.29888,63.04304,61.92279,62.51175,62.41846,62.00742,61.98821
306,34.45204,53.89350,52.12075,39.50942,50.24300,50.11183,35.68433,48.38663,46.59683,33.40933,36.52758,38.20858,36.44962,43.00525,41.78550,42.65750,39.69746,38.92154,40.69629,38.03396,44.13288,37.62479,46.44171,43.00125,45.04412,44.26408,48.82850,52.09271,55.02421
307,33.52104,25.63371,26.82242,30.76183,27.13213,26.64817,32.49567,27.27304,28.29400,34.35113,32.04708,31.87521,32.28000,29.44517,29.77683,29.39754,30.55583,30.86117,30.21129,31.33671,28.93962,31.49167,28.05158,29.80362,28.75554,29.21938,27.46104,25.85429,24.48967
308,35.95167,42.07946,40.99458,37.95742,40.34725,40.57133,37.16913,39.96446,39.39404,34.71813,37.36537,36.78867,37.23600,38.67975,38.45058,38.63475,38.03596,37.88562,38.23471,37.68421,38.91108,37.60867,39.40192,38.66771,39.07483,38.90188,39.97021,41.41900,43.38875
309,10.53813,17.19562,14.74775,12.36646,14.44975,16.14204,10.83254,15.44738,13.49563,9.84837,10.95183,12.14817,11.39329,12.50958,12.54663,13.46233,11.88304,11.31254,11.72738,11.39400,13.44042,11.11583,14.47654,11.25750,13.20317,12.25533,14.42604,17.24879,20.15538
310,38.38962,35.95279,36.43912,36.93496,36.33050,36.09962,37.23237,36.18617,36.37458,39.18504,36.99550,38.16029,37.47950,36.39129,36.45842,36.59533,36.55667,36.47529,36.37971,36.78533,36.40000,36.73721,36.29417,36.59321,36.37621,36.45221,36.27725,35.93400,35.57842
311,42.91188,35.18312,33.54187,41.18529,35.11517,37.69421,41.71671,38.44875,37.24625,43.34808,41.21617,42.46912,42.12792,38.61517,39.62596,40.33971,40.23825,39.92837,39.21092,40.75133,39.12100,40.61104,38.78650,36.79046,38.07808,37.33087,36.50696,37.16862,37.71392
312,23.15425,19.48412,17.94546,23.26908,19.38629,21.86046,22.97721,22.43254,21.08425,22.79121,22.77304,23.55521,23.36471,21.77338,22.44025,23.15629,22.61875,22.25792,21.95158,22.70054,22.35671,22.53075,22.43721,20.26483,21.61150,20.85562,20.58275,21.50821,22.04321
313,22.86079,41.01904,40.50062,28.97700,39.74542,39.43183,25.14496,38.34475,37.34792,21.44021,26.34717,26.58258,25.38242,33.76996,32.12671,32.41229,29.95358,29.53333,31.51000,28.06237,34.39979,27.83558,36.61179,34.89908,35.78475,35.52867,38.76725,40.55671,41.42979
314,22.66892,26.93392,25.43400,24.41283,25.45683,26.77554,23.16750,26.48246,25.16133,21.79192,23.25567,24.00000,23.63775,24.47675,24.51888,25.22275,24.02225,23.56525,23.89329,23.62008,25.15612,23.39112,25.87358,23.62933,24.98433,24.32450,25.61283,27.32492,28.91525
315,25.74342,29.74983,31.84308,26.46846,30.80567,28.47158,26.11546,28.18229,29.64887,25.77829,26.41300,26.06558,25.95625,28.47758,27.56971,26.98479,27.07496,27.29433,27.92117,26.72696,27.94671,26.80979,28.09937,30.56004,28.94867,29.81254,29.81650,28.46150,27.16792
316,38.46612,44.23550,44.00229,38.91267,42.55262,41.83875,38.47079,40.93137,40.58704,38.51104,38.56788,38.98508,38.56171,39.65421,39.32158,39.42858,38.92600,38.83346,39.16308,38.73658,39.81446,38.69050,40.30883,39.88600,40.09029,40.02321,41.59183,42.83121,44.06346
317,35.51175,38.47292,38.52021,37.51213,38.89050,39.17725,36.49996,39.25808,39.07475,34.72600,36.82163,36.55625,36.54529,38.50808,38.22138,38.29367,37.78200,37.68233,38.10417,37.27967,38.61871,37.22288,39.01062,38.75879,38.86500,38.82692,39.02529,39.06721,38.72863
318,17.32587,36.34200,35.23658,21.93112,33.41521,32.60037,18.86688,30.85958,29.84404,16.65650,19.87279,20.20854,18.99383,26.35775,24.76821,24.92529,22.81542,22.51200,24.27100,21.27079,26.88371,21.10892,28.96558,27.47342,28.22737,28.03846,31.81217,34.57042,37.23963
319,10.24796,29.07033,27.86329,13.48817,24.73887,23.27817,11.35404,20.95008,19.87337,9.61362,11.99321,12.44608,11.51896,16.76788,15.49933,15.72683,13.95608,13.67908,15.02238,12.92363,17.27783,12.78117,19.05204,17.57612,18.33075,18.10483,22.44879,25.91533,29.69208
320,24.49179,21.49421,21.46746,24.33108,22.23862,22.89783,24.51033,23.40100,23.35358,24.38929,24.43446,24.28292,24.50800,23.82371,24.04721,24.10042,24.23117,24.22000,24.03783,24.33833,23.84979,24.33646,23.67217,23.44121,23.63408,23.54183,22.84392,22.36663,21.71858
321,13.85233,13.66533,13.98508,13.91000,13.94613,13.67096,14.08396,13.73008,14.05104,13.69929,14.09587,13.74500,13.98042,14.07854,13.98846,13.82454,14.02763,14.12446,14.12662,14.06338,13.91350,14.10925,13.81329,14.42550,14.03513,14.22742,13.91154,13.58171,13.42304
322,10.12592,15.42171,14.80350,11.36446,14.22904,14.27267,10.50371,13.74475,13.21642,9.81096,10.70717,11.01875,10.64525,12.28263,11.94621,12.14746,11.42558,11.25933,11.69596,11.04804,12.54988,10.96333,13.16621,12.35012,12.80429,12.61808,13.82487,14.92596,16.05442
323,34.38825,30.29258,28.44833,33.76942,29.82275,32.32858,33.64408,32.83008,31.43933,34.64758,33.39688,34.52117,34.02046,32.17346,32.86829,33.56846,33.09171,32.74783,32.38575,33.25217,32.76621,33.09463,32.83346,30.51812,31.98567,31.19592,31.00413,32.09388,33.07600
324,25.49283,22.74375,21.85254,25.39133,21.84900,22.88046,26.21650,22.89092,22.30279,24.31408,25.88025,24.91412,26.17646,23.53350,24.28871,24.51450,24.96067,24.94558,24.27471,25.44396,23.60446,25.45079,23.07000,22.59517,22.87833,22.60700,22.16392,23.10192,24.31746
325,12.59292,14.90063,14.06854,12.63712,13.86971,14.37721,12.18500,14.06208,13.38717,12.87125,12.18992,13.03525,12.40954,12.82996,12.73050,13.04387,12.42733,12.22783,12.42896,12.30146,13.16063,12.20442,13.62971,12.54463,13.18413,12.88204,13.77642,14.84471,15.93683
326,14.94512,16.06867,16.30608,15.79263,16.43013,16.23896,15.63421,16.32583,16.63967,14.49692,15.80471,15.08900,15.46142,16.47075,16.23729,16.01742,16.11554,16.22550,16.39050,15.95300,16.29758,16.00525,16.33083,16.95258,16.54646,16.76029,16.45829,16.13133,15.88971
327,25.98438,29.43750,28.38929,26.55700,27.85979,28.17196,26.21254,27.65967,27.01783,25.74246,26.26762,26.35992,26.28113,26.69425,26.67979,26.87696,26.50100,26.39054,26.49621,26.37829,26.93367,26.32863,27.25192,26.28971,26.87950,26.60692,27.58425,28.86479,30.28771
328,6.18813,5.61538,5.77033,6.14429,5.90942,5.80858,6.39821,5.90775,6.18500,6.12762,6.42567,6.00229,6.22821,6.31492,6.24012,6.03383,6.32133,6.46292,6.42804,6.37604,6.11721,6.44758,5.99388,6.65692,6.22062,6.41396,5.97267,5.70667,5.66592
329,21.64946,18.72742,17.43954,20.47012,17.55912,18.69079,21.32525,18.65692,18.02062,21.64325,20.98408,21.01267,21.32904,18.94242,19.51079,19.71554,20.04138,20.03917,19.48167,20.53533,19.03783,20.54887,18.71000,18.14288,18.47204,18.19854,17.90621,19.01721,20.74817
330,14.41171,26.97388,26.83437,18.12242,25.54125,24.70375,15.76867,23.68333,23.23500,13.23692,16.39079,16.76300,16.10229,20.84646,19.83517,20.11121,18.49287,18.14679,19.37846,17.38996,21.24279,17.19613,22.55762,21.80479,22.13113,22.06554,24.43458,25.76600,26.93008
331,4.31417,5.71921,5.62708,4.34592,5.26171,5.09704,4.28362,4.86958,4.78771,4.33704,4.29138,4.40163,4.30471,4.53267,4.43413,4.45829,4.33329,4.31375,4.39508,4.31067,4.57046,4.30138,4.70575,4.61762,4.65467,4.64492,5.02783,5.35829,5.77175
332,15.38746,10.36654,9.38792,13.83467,9.98221,11.43775,14.52679,11.73550,10.93033,15.68671,14.09446,14.76100,14.75388,11.89779,12.61825,13.06458,13.13125,12.96079,12.37421,13.63588,12.20850,13.56429,11.92258,10.63692,11.47175,10.98412,10.65162,11.31275,11.90967
333,8.41825,3.57300,3.30425,6.77050,3.76613,4.47679,7.49704,4.80358,4.55758,8.91729,7.13450,7.75308,7.64337,5.32812,5.81987,6.03967,6.26496,6.20175,5.73567,6.72029,5.43050,6.69529,5.09208,4.66283,4.95929,4.75662,4.22775,4.18579,4.08671
334,16.70475,13.91058,13.39675,16.13054,13.87283,14.50579,16.86092,14.78792,14.69183,16.35550,16.64067,15.95846,16.75033,15.31450,15.60112,15.58437,15.95117,16.01742,15.66413,16.31212,15.28950,16.35500,15.02417,14.83929,15.01288,14.92658,14.33563,14.31021,14.64762
335,24.87146,27.47029,27.59437,25.98558,27.65392,27.45333,25.27762,27.44775,27.58321,24.53583,25.48696,25.57425,25.37392,26.93800,26.57571,26.55929,26.17567,26.11863,26.52008,25.81475,26.95754,25.77104,27.28229,27.42246,27.30242,27.39738,27.59196,27.42450,27.31117
336,23.24696,23.94275,24.24038,23.69388,23.89779,23.48854,23.95871,23.38679,23.64833,22.33804,23.89046,23.16742,23.91354,23.66854,23.61612,23.50596,23.69196,23.76946,23.73333,23.79575,23.52529,23.82504,23.41979,23.98708,23.60904,23.77850,23.68013,23.59212,23.69804
337,23.83925,19.33788,17.89529,21.38979,18.52796,20.27012,22.34296,20.37817,19.24004,24.44625,21.73004,23.05125,22.72192,19.64037,20.10225,20.66283,20.41887,20.20512,19.74362,21.10254,20.07487,21.00379,20.19946,18.62454,19.54825,18.98858,19.13300,20.44133,21.80204
338,21.96146,19.28133,19.54125,19.90079,19.47525,19.04158,21.53125,19.03675,19.61375,22.11371,21.11875,20.52388,21.29296,19.67821,19.45304,19.06158,19.75146,20.06329,19.80633,20.46392,19.29371,20.61804,19.11925,20.47262,19.57375,19.98313,19.37187,19.10950,19.40354
339,16.82913,18.34817,18.08546,16.33650,17.89696,17.96575,16.18867,17.72883,17.45450,17.10996,16.07383,16.96096,16.46658,16.67629,16.38188,16.58733,16.04688,15.89829,16.15583,16.05813,16.87992,15.97308,17.35692,16.91688,17.12783,17.03842,17.71721,18.28671,18.80000
340,25.00996,31.16863,30.77917,25.75938,29.91942,29.35175,25.41362,28.64613,28.54379,24.68646,25.56538,25.39279,25.38325,27.25650,26.56058,26.44825,25.97612,26.00404,26.53317,25.75779,27.28408,25.76371,27.98408,27.99358,27.91021,28.01663,29.22437,30.20267,31.61554
341,25.23421,28.81292,28.68554,24.93075,27.98088,27.33113,25.34429,26.76496,26.84771,25.03371,25.25929,24.90475,25.25896,25.88283,25.29612,25.09338,24.97388,25.09196,25.37367,25.11942,25.80354,25.17121,26.28688,26.59100,26.34812,26.52746,27.37383,27.97442,28.84163
342,16.90221,14.43325,13.58267,13.96417,13.26429,13.64196,15.40142,13.30633,12.99579,17.49167,14.71942,15.75742,15.67858,12.87783,12.89200,13.08171,13.12775,13.10342,12.79775,13.95638,12.94900,13.93612,13.04900,13.06371,12.93779,12.90800,13.12513,14.28546,16.36000
343,21.70071,16.86333,15.79646,18.71388,16.06225,17.08750,20.31242,17.11267,16.60429,22.04525,19.53754,20.34396,20.60658,16.97792,17.28867,17.59238,17.72596,17.65692,17.13338,18.67046,17.14717,18.63379,17.08238,16.54342,16.83212,16.61075,16.41596,17.37554,19.07508
344,17.45175,14.13108,13.88650,15.42121,13.83883,13.82271,17.22767,13.80442,14.13558,17.29104,16.73900,15.81621,16.98150,14.63004,14.67238,14.34600,15.17708,15.47833,15.01429,15.99233,14.29408,16.14329,13.95363,14.94596,14.30404,14.57379,13.87608,14.01779,14.97100
345,16.41600,13.64925,13.24621,13.84438,12.79571,12.39621,16.11400,12.16833,12.77925,16.30771,15.52050,14.45096,15.77642,13.13121,13.03021,12.56837,13.57212,13.96508,13.47525,14.58833,12.65838,14.78875,12.28871,13.84758,12.83750,13.29713,12.59196,12.90025,14.66692
346,17.44271,15.10975,13.47954,14.73717,13.58950,14.75592,15.92338,14.50617,13.73363,18.06396,15.27375,16.52479,16.25542,13.58900,13.67529,14.05150,13.82383,13.69525,13.41504,14.57804,13.87138,14.51517,14.15283,13.29550,13.73771,13.44979,13.79650,15.44808,18.03750
347,14.39521,14.89963,14.66987,12.70583,13.99754,13.34900,14.20654,12.88917,13.38813,14.28842,13.83025,13.10650,13.98738,12.97637,12.51492,12.08758,12.61058,12.91954,12.85104,13.24467,12.60379,13.38987,12.66925,14.01288,13.09883,13.55108,13.51400,14.05275,15.81712
348,26.00146,28.56579,28.40067,25.23917,27.76179,27.15321,25.87992,26.67225,26.89933,25.86750,25.67175,25.45650,25.85596,25.95850,25.38821,25.21217,25.11846,25.21092,25.43875,25.40342,25.87196,25.44167,26.29346,26.72783,26.42154,26.64888,27.25496,27.78608,28.87025
349,10.86204,7.89804,8.04992,8.64146,7.91533,7.48575,10.44183,7.44921,8.06508,11.00942,9.99692,9.23783,10.16179,8.28525,8.11462,7.66533,8.50642,8.86000,8.52571,9.28367,7.84925,9.45738,7.57671,9.01996,8.08413,8.51925,7.80892,7.63029,8.29463
350,8.61683,7.49096,6.78333,6.83500,6.55333,6.60608,8.24671,6.35350,6.52987,8.70808,7.86092,7.39946,8.06212,6.54454,6.38458,6.13771,6.62671,6.85462,6.61737,7.26954,6.30354,7.38658,6.24654,7.05892,6.49004,6.73492,6.45442,7.16071,8.96713
351,11.57458,17.50804,17.10604,11.86762,16.20929,15.48529,12.05162,14.74021,15.01775,11.06375,12.05188,11.53254,11.96337,13.52625,12.60133,12.31963,12.02225,12.14246,12.69338,12.03258,13.36787,12.07904,14.05829,14.91304,14.26642,14.66012,15.47879,16.52225,18.52288
352,11.62158,11.02458,10.84625,9.89500,10.51900,10.07900,11.26800,9.84683,10.37325,11.64121,10.88296,10.39862,11.11867,10.01267,9.61637,9.29333,9.70371,9.93262,9.86033,10.31663,9.70675,10.42671,9.74383,10.95163,10.14650,10.56112,10.28083,10.51079,11.71087
353,9.02746,8.99846,8.47792,7.57483,8.14850,8.00833,8.70567,7.69987,7.95071,9.10558,8.39596,8.04025,8.56950,7.66592,7.35363,7.10358,7.42858,7.62321,7.55325,7.93154,7.43338,8.02629,7.50563,8.40417,7.76983,8.06821,7.93729,8.59171,10.30667
354,12.39333,9.56975,9.98142,10.24258,9.77675,9.10042,11.96317,9.10146,9.99196,12.37308,11.47650,10.86779,11.79975,9.98617,9.70029,9.28037,10.00296,10.29996,10.06767,10.77063,9.52163,10.90833,9.26479,11.10137,9.90488,10.48158,9.62354,9.19458,9.71642
355,14.70200,19.60033,19.77979,14.16675,18.45971,16.91867,15.16396,16.08058,16.99537,14.29342,15.06513,13.88579,14.81121,15.77821,14.79250,14.12804,14.48575,14.86842,15.23425,14.78383,15.23867,14.96046,15.58275,17.75029,16.26788,17.04292,17.41383,17.98688,19.90067
356,15.53037,20.00583,19.57083,14.77462,18.47117,17.46021,15.71979,16.64379,17.22021,15.23333,15.54917,14.76679,15.49517,16.06313,15.19904,14.71721,14.90096,15.18492,15.50213,15.23492,15.68333,15.36354,16.09600,17.69196,16.56625,17.15304,17.62438,18.59925,20.99029
357,20.75079,16.18996,16.16600,17.65308,15.89758,15.30550,20.37708,15.25175,16.33396,20.82229,19.75121,18.29433,19.86883,16.96146,16.81650,16.08025,17.53758,18.10842,17.51629,18.69292,16.19908,18.97821,15.56542,18.15533,16.48150,17.24008,15.79050,15.62271,17.07987
358,6.36221,5.20971,4.95867,4.74475,4.66821,4.49104,5.84958,4.29654,4.54946,6.61350,5.52721,5.38296,5.75138,4.51063,4.36496,4.17254,4.54675,4.71300,4.54300,5.05733,4.30421,5.13967,4.23917,5.02404,4.48338,4.72437,4.50537,4.86596,6.04688
359,4.98287,12.13458,11.76621,5.90667,10.54454,9.68583,5.24683,8.81458,8.94558,4.84329,5.45279,5.70883,5.32029,7.51046,6.77083,6.69854,6.11129,6.06617,6.70000,5.76367,7.50075,5.72875,8.14342,8.62108,8.21621,8.47333,9.63225,10.82442,12.95942
360,5.71567,6.89871,6.63379,5.73742,6.27525,6.27188,5.73779,6.04900,5.89633,5.60821,5.70313,5.79088,5.77917,5.73421,5.70250,5.77225,5.65283,5.61621,5.64279,5.67858,5.79246,5.66179,5.89321,5.74583,5.81308,5.77358,6.09862,6.57908,7.26696
361,7.15458,10.75471,11.14467,8.36042,10.90242,10.37108,7.60412,10.22100,10.41942,6.91400,7.86871,7.83817,7.63142,9.57979,9.11879,9.05171,8.64017,8.59883,9.07137,8.23554,9.58737,8.20550,9.98025,10.15404,10.02554,10.15637,10.61575,10.44508,10.13550
362,24.54292,28.08979,28.02454,25.88933,27.65583,27.41575,25.30875,27.16029,27.14221,23.91067,25.51246,25.18063,25.30667,26.64500,26.39208,26.37679,26.09512,26.06217,26.35775,25.79004,26.66296,25.76792,26.91454,26.96971,26.89842,26.95275,27.38458,27.70208,28.13433
363,8.05083,7.69404,8.32629,7.86017,8.14138,7.49862,8.23867,7.52642,8.16417,8.01846,8.25271,7.72896,8.03621,8.18617,8.00129,7.67850,8.08133,8.27346,8.27358,8.17092,7.85550,8.26392,7.65792,8.93504,8.10550,8.49938,7.97171,7.41658,7.12104
364,17.45658,23.47996,23.71079,19.28621,22.94892,22.09333,18.52133,21.61313,21.88683,16.68883,18.85183,18.21588,18.43463,20.85242,20.25263,20.07683,19.71012,19.73008,20.28250,19.25975,20.77025,19.26112,21.20996,21.73183,21.35479,21.60725,22.32337,22.57892,22.99858
365,5.56004,13.48121,14.15329,7.23821,13.15092,11.83150,6.00621,11.16967,11.48450,5.58171,6.47642,6.66254,6.00646,9.68596,8.70900,8.53154,7.77721,7.74638,8.65592,7.09379,9.66533,7.06525,10.49583,10.98142,10.59396,10.89296,12.20533,12.40875,12.44562
366,5.20575,12.49575,12.83608,6.90121,11.76325,10.57454,5.98012,9.90458,10.24096,4.77446,6.35537,6.10604,5.93979,8.85121,8.06992,7.87217,7.36913,7.38092,8.08733,6.83675,8.76350,6.82921,9.35546,10.01654,9.52308,9.83946,10.87450,11.25008,11.92196
367,20.19683,14.79663,14.05067,18.88525,14.67879,15.96479,19.55887,16.38075,15.78021,20.15900,19.10650,19.60767,19.82613,16.83033,17.59033,18.03912,18.14179,17.95458,17.34896,18.64754,17.11142,18.56296,16.71883,15.60771,16.35804,15.92421,15.38942,15.66375,15.91150
368,6.69688,4.69796,4.88329,5.86446,4.89275,4.80683,6.43783,4.89829,5.09742,6.90546,6.29662,6.19858,6.34683,5.44525,5.55429,5.44892,5.80017,5.90312,5.68721,6.06000,5.30567,6.11508,5.06442,5.51262,5.23200,5.34042,4.93771,4.70233,4.54946
369,25.48700,28.73583,28.58742,26.56421,28.29013,28.13225,26.00842,27.88250,27.78163,25.13288,26.20850,26.04675,26.00250,27.29621,27.05933,27.05637,26.76525,26.73204,27.01221,26.47362,27.34433,26.45400,27.62262,27.50679,27.55108,27.55312,28.05062,28.41017,28.81883
370,16.40521,15.38454,14.78725,15.93746,14.88633,15.40225,16.09779,15.41729,15.08983,16.47071,15.94746,16.22883,16.21967,15.31908,15.54058,15.72875,15.66471,15.57317,15.41338,15.81258,15.46612,15.76971,15.42671,14.85925,15.23204,15.03917,15.07092,15.49304,16.12354
371,25.78679,24.59929,25.43450,26.06058,25.67204,25.14375,26.12779,25.48504,26.17963,25.55342,26.19383,25.61296,26.01558,26.31671,26.22433,25.96662,26.27979,26.39637,26.42225,26.23567,26.06475,26.28433,25.82171,26.75725,26.21667,26.51779,25.78433,24.64121,23.40075
372,15.04729,17.27662,17.08821,15.34000,16.51037,16.23079,15.33342,15.88654,15.82821,14.72579,15.33958,15.09837,15.31554,15.56004,15.44433,15.43071,15.35492,15.36008,15.43717,15.34621,15.56633,15.34829,15.68912,15.68846,15.67083,15.69188,16.16108,16.63492,17.25658
373,10.35808,16.99450,17.18654,11.99250,16.24588,15.21954,11.45638,14.59779,14.93129,9.70079,11.80346,10.97912,11.23217,13.82025,13.09600,12.76492,12.55508,12.69350,13.25554,12.16017,13.62875,12.22221,14.10529,14.90454,14.33167,14.67342,15.46796,15.88379,16.61808
374,9.14250,15.51962,16.13654,10.23687,15.11746,13.84513,9.48833,13.21500,13.64262,9.05521,9.78333,9.95262,9.50146,12.16379,11.31604,11.11392,10.61367,10.63567,11.34567,10.17646,12.04183,10.17038,12.65542,13.56350,12.87896,13.26625,14.20979,14.46312,14.94458
375,7.66279,7.56467,7.14787,6.95763,7.05337,7.06229,7.63796,6.92696,7.12938,7.46471,7.42458,7.17267,7.59246,6.95792,6.76875,6.64354,6.81375,6.91058,6.87225,7.13125,6.81608,7.17600,6.84450,7.46388,7.03013,7.23538,7.00579,7.42800,8.75229
376,16.71017,17.50779,17.26750,14.61571,16.48792,15.60613,16.40038,15.10583,15.95683,16.63967,15.92979,15.19675,16.16187,15.16267,14.43992,13.94396,14.43325,14.76296,14.79521,15.21004,14.69079,15.36983,14.84121,16.83963,15.48162,16.17163,15.93400,16.44533,18.71917
377,25.91821,14.34471,13.90475,19.66792,13.72104,13.82354,24.24837,13.95279,14.68854,26.36529,22.80742,21.88450,23.90492,16.39008,16.98263,16.58746,18.50704,19.01542,17.55179,20.75279,15.77392,21.02867,14.61767,16.63287,15.35721,15.83879,13.94604,14.06621,15.91662
378,28.00667,20.94200,20.34313,24.82158,20.60550,20.78479,28.18271,21.03729,21.96912,27.10392,27.26129,25.16996,27.69817,23.11092,23.27675,22.69979,24.30408,24.82871,23.90367,25.84812,22.42142,26.12037,21.57279,23.87525,22.41108,23.04642,21.00917,20.94162,22.91737
379,20.62017,17.22600,16.57629,16.57421,15.99346,15.72158,19.32517,15.32288,15.80971,21.15608,18.46425,18.23579,19.13325,15.72004,15.44896,15.12792,15.90788,16.23287,15.76092,17.23900,15.33587,17.41113,15.20663,16.74883,15.67967,16.15383,15.69258,16.52858,19.10087
380,14.86167,18.01037,17.48946,13.25508,16.56154,15.72517,14.59121,14.99008,15.62667,14.94592,14.28758,13.72554,14.34679,14.41542,13.49875,13.01950,13.23692,13.53629,13.79729,13.78004,14.01683,13.92550,14.44912,16.19725,14.96317,15.60433,15.84542,16.87387,19.69000
381,25.24692,14.87850,14.18413,18.78712,14.20408,14.58733,22.76746,14.65833,15.06583,26.57454,21.42037,21.74908,22.64612,16.10308,16.44333,16.23204,17.57512,17.93075,16.79175,19.58125,15.70996,19.77533,15.01921,16.40138,15.48629,15.81796,14.46296,14.91058,16.85971
382,21.56904,16.85767,16.94450,18.08308,16.67129,16.03783,21.04792,15.97988,17.09429,21.41342,20.21158,19.03271,20.70471,17.29937,17.00508,16.42054,17.60904,18.07346,17.54650,18.96529,16.63775,19.19787,16.19775,18.74375,17.07150,17.84812,16.53313,16.37937,17.90333
383,21.15258,18.16754,18.61275,18.33142,18.24792,17.16321,21.10037,17.06433,18.51988,20.82592,20.45154,18.85233,20.59771,18.38887,17.78279,16.96404,18.20042,18.78021,18.47575,19.37254,17.55708,19.65950,17.22225,20.39125,18.30958,19.31175,17.95221,17.49533,18.75850
384,24.48967,26.46692,26.60879,22.11954,25.74788,24.24629,24.21513,23.64525,25.05083,24.55471,23.78117,22.66287,23.77950,23.65488,22.40683,21.56646,22.18800,22.70258,22.97729,23.01296,22.91483,23.26183,23.25129,26.33654,24.25163,25.33467,24.96271,25.19437,27.46192
385,25.38454,21.87604,21.86558,21.24571,21.09508,19.99400,24.54421,19.65396,20.97421,25.51212,23.62846,22.55621,24.16025,20.79104,20.24300,19.53546,20.75792,21.29358,20.84871,22.25254,20.04183,22.51992,19.73088,22.65375,20.73162,21.66212,20.62458,20.68225,22.81321
386,24.61071,24.47567,25.01621,20.45975,22.87554,20.55454,23.79533,19.53954,21.08833,24.79675,22.91592,21.78279,23.35167,20.44321,19.67317,18.84121,20.07733,20.67213,20.35146,21.55442,19.59112,21.85000,19.36225,22.77221,20.51433,21.62588,21.45742,21.88071,24.43233
387,32.00358,21.71133,21.52508,26.09708,21.29862,21.12242,30.59271,21.22067,22.22829,32.10729,29.14779,28.25487,30.31667,23.38537,23.64083,23.19192,24.92817,25.42896,24.20637,27.12992,22.70967,27.39079,21.76467,24.27854,22.64204,23.31883,21.41550,21.42612,23.40125
388,34.97858,32.13858,31.42833,30.40833,30.00967,29.35488,33.74342,28.55225,29.03250,34.86992,32.52750,32.42725,33.75462,28.84746,28.64408,28.48475,29.23783,29.48783,28.86154,30.95087,28.50437,31.07779,28.32821,30.00958,28.80988,29.31642,29.25008,30.67675,34.15267
389,41.83808,40.62896,40.02250,39.30467,39.64958,39.36604,41.47133,39.04062,39.64033,41.59271,40.81521,40.04517,41.27296,39.18229,38.68046,38.31108,38.86388,39.15808,38.97188,39.87850,38.79850,40.02608,38.85842,40.45971,39.36267,39.90258,39.42496,40.09804,42.50029
390,39.07921,33.55467,32.88621,34.93979,32.87054,32.99650,37.81300,32.98679,33.61929,39.23600,36.78346,36.70571,37.81092,33.66258,33.46746,33.26125,33.99017,34.22808,33.69992,35.44487,33.30529,35.56175,33.08250,34.73942,33.60513,34.10779,33.00883,33.45558,35.86113
391,30.18475,32.20621,31.16467,27.50621,30.10917,29.41433,30.06579,28.50675,29.25808,29.97454,29.47575,28.27171,29.57767,28.30058,27.33517,26.62246,27.38592,27.93225,27.91096,28.47121,27.62371,28.74671,27.89117,30.62608,28.65733,29.54550,29.34033,30.95425,35.08771
